Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
Valorant Champions 2024,All Stages,All Match Types,Icebox,Gen.G,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Gen.G,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Gen.G,gekko,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Gen.G,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Vitality,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Vitality,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Vitality,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Vitality,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Team Vitality,gekko,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Paper Rex,sova,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Paper Rex,viper,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Paper Rex,killjoy,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Paper Rex,jett,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Paper Rex,sage,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Icebox,Bilibili Gaming,viper,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Bilibili Gaming,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Bilibili Gaming,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Bilibili Gaming,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Icebox,Bilibili Gaming,sage,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Heretics,omen,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Heretics,sova,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Heretics,cypher,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Heretics,raze,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Heretics,kayo,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,EDward Gaming,omen,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Sunset,EDward Gaming,sova,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Sunset,EDward Gaming,cypher,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Sunset,EDward Gaming,neon,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Sunset,EDward Gaming,kayo,4,0,4
Valorant Champions 2024,All Stages,All Match Types,Sunset,LEVIATÁN,omen,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,LEVIATÁN,sova,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,LEVIATÁN,cypher,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,LEVIATÁN,breach,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,LEVIATÁN,neon,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,omen,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,cypher,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,fade,1,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,breach,1,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,neon,1,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,raze,1,0,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,gekko,1,0,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Sentinels,kayo,1,0,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,FNATIC,sova,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,FNATIC,cypher,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,FNATIC,raze,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,FNATIC,breach,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,FNATIC,astra,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,DRX,omen,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,DRX,sova,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,DRX,cypher,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,DRX,breach,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,DRX,neon,0,2,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,Trace Esports,omen,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Trace Esports,sova,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Trace Esports,cypher,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Trace Esports,raze,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Trace Esports,breach,0,3,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,KRÜ Esports,omen,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,KRÜ Esports,sova,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,KRÜ Esports,cypher,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,KRÜ Esports,breach,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,KRÜ Esports,neon,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Vitality,omen,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Vitality,sova,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Vitality,cypher,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Vitality,neon,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Team Vitality,kayo,2,1,3
Valorant Champions 2024,All Stages,All Match Types,Sunset,Paper Rex,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,Paper Rex,raze,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,Paper Rex,gekko,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,Paper Rex,breach,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,Paper Rex,sage,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Sunset,Talon Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,Talon Esports,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,Talon Esports,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,Talon Esports,fade,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,Talon Esports,deadlock,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,FUT Esports,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,FUT Esports,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,FUT Esports,raze,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,FUT Esports,gekko,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Sunset,FUT Esports,breach,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,LEVIATÁN,omen,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,LEVIATÁN,sova,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,LEVIATÁN,cypher,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,LEVIATÁN,jett,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,LEVIATÁN,deadlock,1,1,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,Sentinels,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Sentinels,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Sentinels,cypher,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Sentinels,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Sentinels,deadlock,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Trace Esports,omen,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,Trace Esports,sova,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,Trace Esports,killjoy,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,Trace Esports,jett,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,Trace Esports,kayo,2,0,2
Valorant Champions 2024,All Stages,All Match Types,Ascent,Gen.G,omen,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Gen.G,sova,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Gen.G,killjoy,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Gen.G,jett,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Gen.G,kayo,1,0,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Team Vitality,omen,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Team Vitality,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Team Vitality,killjoy,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Team Vitality,jett,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Team Vitality,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Talon Esports,sova,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Talon Esports,kayo,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Talon Esports,sage,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Talon Esports,clove,0,1,1
Valorant Champions 2024,All Stages,All Match Types,Ascent,Talon Esports,phoenix,0,1,1
